@relation mydata
@attribute Pc1.A numeric
@attribute Pc1.R numeric
@attribute Pc1.N numeric
@attribute Pc1.D numeric
@attribute Pc1.C numeric
@attribute Pc1.E numeric
@attribute Pc1.Q numeric
@attribute Pc1.G numeric
@attribute Pc1.H numeric
@attribute Pc1.I numeric
@attribute Pc1.L numeric
@attribute Pc1.K numeric
@attribute Pc1.M numeric
@attribute Pc1.F numeric
@attribute Pc1.P numeric
@attribute Pc1.S numeric
@attribute Pc1.T numeric
@attribute Pc1.W numeric
@attribute Pc1.Y numeric
@attribute Pc1.V numeric
@attribute Pc2.Hydrophobicity.1 numeric
@attribute Pc2.Hydrophilicity.1 numeric
@attribute Pc2.Hydrophobicity.2 numeric
@attribute Pc2.Hydrophilicity.2 numeric
@attribute Pc2.Hydrophobicity.3 numeric
@attribute Pc2.Hydrophilicity.3 numeric
@attribute Pc2.Hydrophobicity.4 numeric
@attribute Pc2.Hydrophilicity.4 numeric
@attribute Pc2.Hydrophobicity.5 numeric
@attribute Pc2.Hydrophilicity.5 numeric
@attribute Pc2.Hydrophobicity.6 numeric
@attribute Pc2.Hydrophilicity.6 numeric
@attribute Pc2.Hydrophobicity.7 numeric
@attribute Pc2.Hydrophilicity.7 numeric
@attribute Pc2.Hydrophobicity.8 numeric
@attribute Pc2.Hydrophilicity.8 numeric
@attribute Pc2.Hydrophobicity.9 numeric
@attribute Pc2.Hydrophilicity.9 numeric
@attribute Pc2.Hydrophobicity.10 numeric
@attribute Pc2.Hydrophilicity.10 numeric
@attribute Pc2.Hydrophobicity.11 numeric
@attribute Pc2.Hydrophilicity.11 numeric
@attribute Pc2.Hydrophobicity.12 numeric
@attribute Pc2.Hydrophilicity.12 numeric
@attribute Pc2.Hydrophobicity.13 numeric
@attribute Pc2.Hydrophilicity.13 numeric
@attribute Pc2.Hydrophobicity.14 numeric
@attribute Pc2.Hydrophilicity.14 numeric
@attribute Pc2.Hydrophobicity.15 numeric
@attribute Pc2.Hydrophilicity.15 numeric
@attribute Pc2.Hydrophobicity.16 numeric
@attribute Pc2.Hydrophilicity.16 numeric
@attribute Pc2.Hydrophobicity.17 numeric
@attribute Pc2.Hydrophilicity.17 numeric
@attribute Pc2.Hydrophobicity.18 numeric
@attribute Pc2.Hydrophilicity.18 numeric
@attribute Pc2.Hydrophobicity.19 numeric
@attribute Pc2.Hydrophilicity.19 numeric
@attribute Pc2.Hydrophobicity.20 numeric
@attribute Pc2.Hydrophilicity.20 numeric
@attribute Pc2.Hydrophobicity.21 numeric
@attribute Pc2.Hydrophilicity.21 numeric
@attribute Pc2.Hydrophobicity.22 numeric
@attribute Pc2.Hydrophilicity.22 numeric
@attribute Pc2.Hydrophobicity.23 numeric
@attribute Pc2.Hydrophilicity.23 numeric
@attribute Pc2.Hydrophobicity.24 numeric
@attribute Pc2.Hydrophilicity.24 numeric
@attribute Pc2.Hydrophobicity.25 numeric
@attribute Pc2.Hydrophilicity.25 numeric
@attribute Pc2.Hydrophobicity.26 numeric
@attribute Pc2.Hydrophilicity.26 numeric
@attribute Pc2.Hydrophobicity.27 numeric
@attribute Pc2.Hydrophilicity.27 numeric
@attribute Pc2.Hydrophobicity.28 numeric
@attribute Pc2.Hydrophilicity.28 numeric
@attribute Pc2.Hydrophobicity.29 numeric
@attribute Pc2.Hydrophilicity.29 numeric
@attribute Pc2.Hydrophobicity.30 numeric
@attribute Pc2.Hydrophilicity.30 numeric
@attribute label string
@data
74.0047768665108,8.22275298516787,35.6319296023941,21.0137020732068,4.56819610287104,29.2364550583747,43.854682587562,99.5866750425887,5.48183532344525,31.0637334995231,45.6819610287104,2.74091766172262,4.56819610287104,17.3591451909099,69.4365807636398,166.282338144506,68.5229415430656,0,10.0500314263163,57.5592708961751,7.37564499439178e-05,-0.000104934190802426,0.0027115259931574,0.00211855559706406,0.000120652991808054,0.000523871704238782,0.00127416892446713,0.0017919451457806,0.000522486792633696,-0.000528297005199548,0.00557757159017047,0.00535942554630395,0.000608848345292467,-0.000409162096621461,0.00134574735522785,0.00228791319785742,-0.000562545699531015,0.000481387906094384,0.00059851448750546,0.000909884102619649,9.14556992237047e-06,-0.000941423777750591,0.0052797687743872,0.00526062796084635,0.000121690350954085,-0.000301866360384852,0.00245395453731875,0.00179847754525482,0.00122318233769109,0.00158725685892607,0.0018725692296514,0.00111441547865207,0.000510819508993697,-0.00041811465107316,0.00541773435076387,0.00564673331689529,-0.000697340600056201,-0.00115587431852748,0.00179242670582765,0.00121646376229233,0.000914455266829946,0.001564928211732,0.00202047569525687,0.00171250374582277,-0.00138421684142709,-0.000726172526134963,0.00385376187683372,0.00355918225859217,0.000478194016897523,-0.000373570512021106,0.0014376497938803,0.00120898204168479,0.00166631904110198,0.00187302730190397,0.000961841041266562,0.00113896153230059,0.000256471393732196,0.000182776526520759,0.00529686239118036,0.00422638345124305,'Positive'
36.4066879251176,11.8075744622003,64.9416595421017,33.4547943095675,6.88775176961685,28.5349716169841,21.6472198473672,61.0058013880349,13.7755035392337,69.8614822346852,34.4387588480842,25.583078001434,15.7434326162671,33.4547943095675,38.374617002151,93.4766311590858,118.075744622003,3.93585815406677,38.374617002151,68.8775176961685,0.0010151787747818,0.000335942663070007,0.000829707286443433,0.00118589923685222,0.000270311229916901,-0.00129203709004873,-0.00251739796847604,-0.00214476183360745,-0.000536053375942507,-0.000908979149100607,0.00189208842578921,0.00116889323992498,0.0017013809628808,-0.000276680044697122,0.00106930102409593,-0.000464713598119228,0.00163611516812055,-0.000472454672193391,-0.00115686782343492,-0.00124042338489009,0.00112703251613264,0.00062517395550093,0.000701578599397352,-0.000597656858549897,0.00066180877859029,0.00146530251985611,0.000997704907266936,-0.000123122689790167,0.000887288159809621,0.000956973515418054,0.000479264990946346,-0.000355369371702556,-0.00116071392815769,-0.00231927142401081,0.00124151135323981,0.00021416105582557,0.000509481782504853,0.000573740980937645,0.00164958243358923,-0.000228138035943673,0.00221914238625248,0.00207640903762165,-0.000972391227308255,-0.00104721834274028,0.000259157762395273,-0.00114300274045017,-0.00135342924877422,-0.00213583325078132,-0.000428484516944166,-0.000838690741564035,0.00136538852686328,-0.000980821718890541,0.00111559185233156,-0.000202778517683701,0.00270342241958372,0.00123039485224592,0.0037550306685769,0.00220121696880338,0.000499085203621021,0.000312489797922788,'Positive'
35.4207994187005,18.6943108043142,18.6943108043142,27.5495106589893,5.90346656978342,13.7747553294947,14.7586664244586,36.4047105136644,11.8069331395668,25.5816884690615,35.4207994187005,21.6460440892059,3.93564437985562,13.7747553294947,18.6943108043142,34.4368883237366,16.7264886143864,13.7747553294947,15.7425775194225,26.5655995640254,-0.00118348756353603,-0.001207161563693,-0.00474190600548833,-0.00556584906177689,-0.00141290992855756,0.000677199485828653,0.00376194501738288,0.00203691694426765,0.003536108072333,0.00256820636896171,-0.00151613668546442,-0.00101654842533779,-0.000380454920326965,-0.00159099651376239,0.0003225698126284,0.00156665706239181,0.00466317480288319,0.00351518955101283,-0.00281174572379457,-0.00138808436303137,0.000843514973729107,-0.00125658771947567,0.00476908997005381,0.00464359083920281,0.000739893723340944,0.00361227649511083,0.000955423932198652,0.00198936414272889,-0.000536208870893931,-0.000236923435754129,-0.000415605737533854,-0.00220999462633372,0.00408360633705062,0.0042941507407537,-0.00077179965472212,0.000413548877118926,-0.0064001712889959,-0.00525171066114866,-0.00083000470929133,-0.00285435668505678,0.00225765902002728,0.000464432379313273,-0.00344718120772769,-0.000661061709367567,0.000437773074808406,0.00103121692505806,-0.000409139751424511,0.00304553153031864,0.000840406577207507,-1.84918556866892e-05,-0.00136073690021688,-0.000255999735759531,0.000973009441668711,0.00217968449005454,0.00352238646377803,0.000886463939143168,0.00100008653922857,0.00314646266962286,-0.00149058761958039,-0.00146679223937278,'Positive'
35.4171526852043,13.154942425933,18.2145356666765,22.2622102592713,3.03575594444608,13.154942425933,6.07151188889216,28.3337221481634,9.10726783333825,24.2860475555687,18.2145356666765,24.2860475555687,7.08343053704086,10.1191864814869,13.154942425933,25.2979662037174,23.27412890742,4.04767459259478,12.1430237777843,31.3694780926095,-0.00267954958116997,-0.00326328759938169,-0.00253146551985561,-0.00127395098095086,-0.00318153551152588,-0.00269558364939717,0.00139837547997808,-0.000465167508291648,-0.00319589156590326,-0.0048091395413701,-0.00472064856193565,-0.00219058138047959,0.00429546247079095,0.00286995023997905,0.000838093053136429,-0.000272971501795739,-0.00108368539910824,0.00228190706539109,-0.000179050352892318,0.000939560105193481,0.0012444104695049,0.00404556635720336,-0.0021514724910319,-0.000541937935550198,-0.0019357629667876,-0.00266637192406888,0.0038076948298651,0.000845749673960642,0.00105996865807688,-0.00124904073111516,-0.00105248805485558,-1.66020263007208e-05,-0.00243350570208643,0.00116512324138283,0.00186025917141805,0.00260503441096418,0.000766055781791143,0.00148322537340217,-0.00125799807871255,-0.000540403190504136,-0.000670827849185437,0.00287247355373835,-0.00535622236501188,-0.00453005020422969,-0.00325836501892393,-0.000663266680358366,0.000899006282700766,0.000661032938662117,0.000924996176753682,0.00169985715212658,-0.001114827099751,0.000582054259299875,-0.00283475806607923,-0.000495719231032407,0.00293233502855642,0.00436881971956022,0.00177151297197454,0.000835800299322057,0.00231983429137911,0.00201932106483671,'Positive'
28.1888786714809,12.6363938872156,13.6084241862322,10.6923332891824,1.94406059803317,20.4126362793483,7.77624239213267,17.4965453822985,2.91609089704975,18.4685756813151,18.4685756813151,13.6084241862322,1.94406059803317,7.77624239213267,9.72030299016584,12.6363938872156,14.5804544852488,3.88812119606634,2.91609089704975,22.3566968773814,0.00257054572225333,0.00466211593350477,-0.00224872140186018,-0.00264544552672528,-0.00456074918432552,-0.00158757565758203,0.00101343748578773,0.00273904930608963,-0.000790310556999071,0.00187226378677401,-0.00152806557607676,-6.94841006894499e-05,0.00136513873309347,0.00203600000333152,0.004224841570438,0.00327441037190276,-0.00205892898054198,0.00165888657696685,-0.000828366664714535,0.000672427965879004,-0.00590316671905927,-0.00615736603216444,0.000851230202976565,0.000565416125784756,0.00087348841757616,-0.000357390527377859,0.000210328047647168,-0.0012207428646084,0.00759972767167517,0.00366447651060241,0.00461026129188103,0.00538148066169931,-0.00549845128436538,-0.000826487009323628,-0.00459564861164834,-0.000197833731872528,0.00268459708336548,0.00463547038175159,-0.000881928574356212,0.00529388732597202,-0.00249589529664214,-0.00196904218474386,-0.000315145368820889,-0.00158333231003406,0.00284883570900639,0.00591926250485368,-0.000602613221452244,0.00197578430096188,-0.00635578914230476,4.8307872099701e-06,-0.00057606882990411,0.00106061774526358,-0.000272397785713746,-0.00137559618987865,-0.00229196398140766,0.00389727583448391,0.00233232385344542,0.00411175276564002,0.000654810805685194,0.00249923281510604,'Positive'
51.3620095077203,12.8405023769301,17.7791571372878,28.6441976100748,2.96319285621463,28.6441976100748,14.8159642810732,34.570583322504,6.91411666450081,27.6564666580032,36.5460452266471,38.5215071307902,3.95092380828617,9.87730952071544,15.8036952331447,28.6441976100748,19.7546190414309,4.93865476035772,14.8159642810732,33.5828523704325,-0.00456537629440728,-0.0014576464038747,-0.00306175406806783,-0.000484428743381767,0.000996547558370499,0.00186481412468465,0.00165903932475738,0.00161598777711062,-0.00210971908756637,0.00136274065173035,0.00579079908698016,0.00532657525687075,-0.00210090143484176,0.000701795566613131,-0.000536748903727525,-0.00104201446782267,-0.00214077399944342,-0.00179102236405972,-0.00310058540524303,-5.81389963280399e-05,0.000972940824028877,0.000815220683227051,0.00219276920769032,0.00614778523984329,-0.0009323140391542,0.00173429300319648,0.000424452971545258,0.000810761778091151,-0.0037041253048814,-0.00125543097900767,0.00141025530853514,0.00493924119272963,0.00565660695212636,0.00467982331095847,-0.00201658943639526,-0.00157993754749145,0.00198916641318807,0.00588695678880493,-0.000516721906669355,-0.000998437439157696,-0.00297423812705174,4.79891855612601e-05,-0.00403273986503746,-0.002203232457894,0.00130195145295133,0.00077945833086058,-0.00121743407522394,0.00510791795777934,0.00115171184470441,0.00439163053222666,-0.00293377089709644,-0.00328478097773806,-0.000557284942910371,0.00264543644960526,-0.00161868414905305,-0.000842204051045793,-0.000408318145070803,0.0013417725201054,-0.00561233481766611,-0.00233970403911169,'Positive'
14.6696248726756,1.95594998302342,8.80177492360539,13.6916498811639,4.88987495755855,4.88987495755855,7.82379993209368,16.6255748556991,3.91189996604684,6.84582494058197,6.84582494058197,5.86784994907026,4.88987495755855,8.80177492360539,5.86784994907026,23.471399796281,13.6916498811639,2.93392497453513,4.88987495755855,11.7356998981405,-0.00247626908688725,-0.00260531893650168,0.0012562885249597,0.00256334853478799,0.00258227141693449,-0.00153139136338284,0.00428929219321863,0.000202153250536417,-0.00028032210434797,0.00230742199986917,-0.0024036134029302,-0.000242531333370328,-0.00186829343657927,0.001413355690171,-0.00293479650077211,-0.0027765904696887,0.00304826818169029,0.00346474653024948,-0.00497189215242541,-0.00435354490584049,0.00365566566923933,0.00606519545291728,-0.000386217574077626,-0.00297308135876822,0.00205015592249401,0.00389676621596541,0.00145442114174328,0.00456642588725693,-0.0012768384786461,-0.00533449624535467,0.00563529022827665,0.00572317786004913,-0.00230005439282362,-0.00383697101899713,-0.00242946238023354,-0.000102204509385585,0.00273363821166133,-0.000597165941410637,0.00450173892353121,0.00447860935233914,-0.00262773194588678,-0.00165299326196291,-0.00447480817656047,-0.00198114486428668,0.00167869217782207,0.00118168715752715,-0.00243355777569574,-0.00562251586537686,0.000353321322811891,0.00418844513073991,-0.00307054054898253,-0.00242855846189821,0.00582460731295398,0.00716192930232044,0.00205018458271667,0.000684036846169344,0.000968814606542109,0.00108407902168114,-0.000277235907596402,0.00121112223978475,'Positive'
15.2024213051641,1.90030266314551,6.65105932100928,12.3519673104458,4.75075665786377,3.80060532629102,5.70090798943653,13.3021186420186,0.950151331572755,9.50151331572755,15.2024213051641,2.85045399471826,2.85045399471826,3.80060532629102,8.55136198415479,23.7537832893189,13.3021186420186,2.85045399471826,6.65105932100928,8.55136198415479,-0.00150000598471914,-0.00237374445880223,0.00281781870200673,-0.000429652965580126,0.0054055691969147,0.000583454659557122,0.00302364636628073,-0.00246757985348073,0.00274930258913002,0.00394440591037193,-0.00145240377645687,-0.00159130130597812,0.000988196071920237,-0.00298983304915604,0.00264238356204519,0.00149331728873939,7.15870089926875e-05,-0.000836398899296678,0.000433370739502216,-0.00102689156950259,0.00382821722009005,0.00474857270820352,0.000556629871313551,0.000189202451759664,0.00312691314085834,0.00396345502674993,0.00122565435132427,0.000580294808135804,0.00134069207118402,-0.000904835359883556,0.0019835038907756,0.000454916523825892,-2.46254562157991e-05,-0.00234344818109859,-0.000922884910582432,-0.00139607660705653,0.000870170554788127,2.8021658514234e-05,0.00141248671902445,0.000143580352564962,0.00445882804703324,-0.00058794061021062,0.00277015123888122,0.00118069668860184,0.0026425289419896,0.00271867206105414,0.00112014111882373,0.000668069587297074,0.00448637503810911,0.00348469515399775,-0.00052038735437711,-0.00355962568643092,0.00327217562799089,0.00214065480234049,0.00257538688908222,-0.000822356671325583,5.99662666562353e-05,-0.000174967752323408,-0.00241764940443148,-0.0019924266222769,'Positive'
24.7269149258505,22.3339876749617,39.8821208481459,39.084478431183,37.4891935972572,69.3948902757739,24.7269149258505,33.5009815124426,12.7622786714067,14.3575635053325,68.597247858811,86.1453810319952,7.17878175266627,15.1552059222955,19.14341800711,35.0962663463684,29.512769427628,7.97642416962918,11.9646362544438,31.1080542615538,0.00352839926972459,0.00681466947975734,6.68272065857393e-05,0.00193082916538197,0.000247966562794543,0.0045475738466412,0.00398493639057142,0.00814477906333108,0.000943538291276377,0.00373864285269745,-0.00154411771619083,0.000753404501268453,0.00581644170071463,0.00873870478488446,0.00127446409116317,0.00663362936163192,0.000643441842185918,0.00394451976153317,0.0034301340157107,0.00656246322542814,0.00268868613297713,0.00453152717607455,-0.00162490531168661,0.00265865160765414,0.00344571832754305,0.00705571564629038,0.0050538677624624,0.00958464556601333,0.00142618556390807,0.00444470378151087,0.000969423000564633,0.00595101964676729,0.00235391235573248,0.00687703306545477,0.000209875822162281,0.00372990298509065,-0.000317420116405562,0.00323609762369553,0.000849609307155713,0.00489445862819941,0.0043749506577523,0.00717921829145096,1.59469473124993e-05,0.00540919397473734,-0.000100822360705951,0.00281891650089947,-0.000468724318673279,0.00593716701689717,0.000116711117469666,0.00417276870068244,3.11043295263384e-05,0.00304683076518411,0.00295658771877147,0.00638441873799528,0.00581533975587406,0.00814332935401569,-0.000374999335150777,0.00197226822488317,0.0021731948544975,0.00453422583540616,'Positive'
103.115497508983,6.62209617030166,22.7043297267485,34.0564945901228,6.62209617030166,68.1129891802456,19.866288510905,106.899552463441,4.73006869307261,34.0564945901228,43.516631976268,10.4061511247597,3.78405495445809,28.3804121584357,50.1387281465697,115.413676110972,280.020066629899,3.78405495445809,62.4369067485585,149.470170701095,-0.00113550989034399,-0.00345755110026732,0.00111832472160834,-0.00165968178731249,0.00182668692674907,0.00296476262815907,0.00399445769124608,0.000599546068046211,0.00081465359794606,-0.00236227225550621,0.000596657370975951,-0.00212944483944896,0.00542494862259618,0.00293275241499133,0.0023593608723196,-0.00146476915688748,-0.000414445317353496,-0.00280315228068563,0.00165967004779303,0.00111700916287989,0.00569674027499335,0.00275163597293856,0.00239890008457738,0.00103686654794682,0.000820135664450409,-0.000237382971984143,0.00377644204724669,0.000861269926436231,0.00332760288542622,0.000404914811150898,-0.000800313714289324,-0.00257973475358232,0.00127593500089669,-0.00132675516069068,0.00719670649054826,0.00237027362502158,-0.000248122211472329,-0.00247611200524338,-0.000592937691199255,-0.00289163484760532,0.00309118609727662,0.000741984859844291,0.00301062317909195,-0.000784608996037955,0.00123756994074632,0.0011729971532929,0.0014913918771056,-0.000747104554039465,0.00647551494006139,0.00145252024416881,0.0015866610409877,0.00231704103467495,-0.00156343955549741,-0.00405721080054618,0.0018605937304356,-0.00153020213233212,0.0068356802576467,0.00395518416159093,-0.000501082712956364,-0.00280547185310834,'Positive'
