hydrophobicity.Group1,hydrophobicity.Group2,hydrophobicity.Group3,normwaalsvolume.Group1,normwaalsvolume.Group2,normwaalsvolume.Group3,polarity.Group1,polarity.Group2,polarity.Group3,polarizability.Group1,polarizability.Group2,polarizability.Group3,charge.Group1,charge.Group2,charge.Group3,secondarystruct.Group1,secondarystruct.Group2,secondarystruct.Group3,solventaccess.Group1,solventaccess.Group2,solventaccess.Group3,Class
0.38,0.34,0.28,0.62,0.16,0.22,0.28,0.32,0.4,0.36,0.42,0.22,0.18,0.72,0.1,0.38,0.3,0.32,0.36,0.38,0.26,Negative
0.257142857,0.508163265,0.234693878,0.508163265,0.316326531,0.175510204,0.246938776,0.46122449,0.291836735,0.430612245,0.393877551,0.175510204,0.069387755,0.869387755,0.06122449,0.414285714,0.159183673,0.426530612,0.357142857,0.257142857,0.385714286,Negative
0.444196429,0.332589286,0.223214286,0.395089286,0.401785714,0.203125,0.238839286,0.296875,0.464285714,0.352678571,0.444196429,0.203125,0.122767857,0.691964286,0.185267857,0.415178571,0.212053571,0.372767857,0.321428571,0.444196429,0.234375,Negative
0.323333333,0.485,0.191666667,0.485,0.321666667,0.193333333,0.206666667,0.443333333,0.35,0.391666667,0.415,0.193333333,0.101666667,0.806666667,0.091666667,0.445,0.193333333,0.361666667,0.376666667,0.323333333,0.3,Negative
0.282131661,0.407523511,0.310344828,0.448275862,0.329153605,0.222570533,0.332288401,0.363636364,0.304075235,0.4169279,0.360501567,0.222570533,0.090909091,0.802507837,0.106583072,0.401253918,0.29153605,0.307210031,0.467084639,0.282131661,0.250783699,Negative
0.320197044,0.374384236,0.305418719,0.408866995,0.354679803,0.236453202,0.349753695,0.320197044,0.330049261,0.374384236,0.389162562,0.236453202,0.108374384,0.768472906,0.123152709,0.359605911,0.330049261,0.310344828,0.418719212,0.320197044,0.261083744,Negative
0.456790123,0.299382716,0.24382716,0.299382716,0.435185185,0.265432099,0.277777778,0.240740741,0.481481481,0.25,0.484567901,0.265432099,0.160493827,0.688271605,0.151234568,0.561728395,0.197530864,0.240740741,0.308641975,0.456790123,0.234567901,Negative
0.421004566,0.3543379,0.224657534,0.374429224,0.417351598,0.208219178,0.235616438,0.335159817,0.429223744,0.320547945,0.471232877,0.208219178,0.117808219,0.806392694,0.075799087,0.484018265,0.184474886,0.331506849,0.309589041,0.421004566,0.269406393,Negative
0.231413097,0.524864599,0.243722304,0.540128016,0.300837026,0.159034958,0.270310192,0.481536189,0.248153619,0.483505662,0.35745938,0.159034958,0.047759724,0.821762678,0.130477597,0.250123092,0.368291482,0.381585426,0.309207287,0.231413097,0.459379616,Positive
0.197368421,0.526315789,0.276315789,0.605263158,0.236842105,0.157894737,0.276315789,0.486842105,0.236842105,0.552631579,0.289473684,0.157894737,0.013157895,0.815789474,0.171052632,0.407894737,0.276315789,0.315789474,0.5,0.197368421,0.302631579,Negative
0.200328407,0.63136289,0.168308703,0.655172414,0.221674877,0.123152709,0.193760263,0.596880131,0.209359606,0.550082102,0.326765189,0.123152709,0.041871921,0.893267652,0.064860427,0.137931034,0.287356322,0.574712644,0.273399015,0.200328407,0.526272578,Positive
0.379084967,0.45751634,0.163398693,0.437908497,0.300653595,0.261437908,0.189542484,0.411764706,0.39869281,0.39869281,0.339869281,0.261437908,0.183006536,0.745098039,0.071895425,0.509803922,0.22875817,0.261437908,0.31372549,0.379084967,0.307189542,Negative
0.293269231,0.367788462,0.338942308,0.401442308,0.396634615,0.201923077,0.360576923,0.338942308,0.300480769,0.360576923,0.4375,0.201923077,0.096153846,0.8125,0.091346154,0.365384615,0.3125,0.322115385,0.449519231,0.293269231,0.257211538,Negative
0.293064877,0.416107383,0.29082774,0.409395973,0.351230425,0.239373602,0.322147651,0.362416107,0.315436242,0.355704698,0.4049217,0.239373602,0.109619687,0.782997763,0.10738255,0.431767338,0.275167785,0.293064877,0.472035794,0.293064877,0.234899329,Negative
0.384476534,0.385379061,0.230144404,0.381768953,0.393501805,0.224729242,0.262635379,0.329422383,0.407942238,0.334837545,0.440433213,0.224729242,0.109205776,0.781588448,0.109205776,0.440433213,0.215703971,0.343862816,0.312274368,0.384476534,0.303249097,Negative
0.349315068,0.363013699,0.287671233,0.404109589,0.376712329,0.219178082,0.349315068,0.301369863,0.349315068,0.356164384,0.424657534,0.219178082,0.095890411,0.760273973,0.143835616,0.404109589,0.280821918,0.315068493,0.390410959,0.349315068,0.260273973,Negative
0.392931393,0.390852391,0.216216216,0.40956341,0.388773389,0.201663202,0.226611227,0.374220374,0.399168399,0.328482328,0.46985447,0.201663202,0.072765073,0.860706861,0.066528067,0.446985447,0.151767152,0.401247401,0.288981289,0.392931393,0.318087318,Negative
0.230886076,0.525063291,0.244050633,0.538227848,0.301265823,0.160506329,0.269367089,0.482025316,0.248607595,0.482531646,0.356962025,0.160506329,0.048101266,0.82278481,0.129113924,0.252658228,0.372151899,0.375189873,0.31443038,0.230886076,0.454683544,Positive
0.286549708,0.394736842,0.31871345,0.423976608,0.339181287,0.236842105,0.359649123,0.32748538,0.312865497,0.339181287,0.423976608,0.236842105,0.105263158,0.769005848,0.125730994,0.421052632,0.280701754,0.298245614,0.476608187,0.286549708,0.236842105,Negative
0.360730594,0.458577952,0.180691455,0.493803001,0.31702544,0.189171559,0.191128506,0.440965427,0.367906067,0.372472277,0.438356164,0.189171559,0.115459883,0.757338552,0.127201566,0.485975212,0.161774299,0.352250489,0.354207436,0.360730594,0.28506197,Negative
0.236413043,0.565217391,0.198369565,0.5625,0.198369565,0.239130435,0.230978261,0.491847826,0.277173913,0.453804348,0.307065217,0.239130435,0.097826087,0.809782609,0.092391304,0.350543478,0.211956522,0.4375,0.285326087,0.236413043,0.47826087,Positive
0.187644788,0.587644788,0.224710425,0.585328185,0.287258687,0.127413127,0.257915058,0.538223938,0.203861004,0.511196911,0.361389961,0.127413127,0.030888031,0.886486486,0.082625483,0.201544402,0.433204633,0.365250965,0.324324324,0.187644788,0.488030888,Positive
0.403035413,0.416526138,0.180438449,0.430016863,0.3153457,0.254637437,0.209106239,0.360876897,0.430016863,0.386172007,0.359190556,0.254637437,0.128161889,0.750421585,0.121416526,0.340640809,0.214165261,0.445193929,0.300168634,0.403035413,0.296795953,Negative
0.517615176,0.325203252,0.157181572,0.395663957,0.2899729,0.314363144,0.159891599,0.303523035,0.536585366,0.37398374,0.311653117,0.314363144,0.25203252,0.555555556,0.192411924,0.54200542,0.176151762,0.281842818,0.27100271,0.517615176,0.211382114,Negative
0.329896907,0.329896907,0.340206186,0.360824742,0.381443299,0.257731959,0.360824742,0.309278351,0.329896907,0.360824742,0.381443299,0.257731959,0.12371134,0.793814433,0.082474227,0.402061856,0.257731959,0.340206186,0.402061856,0.329896907,0.268041237,Negative
0.28,0.365,0.355,0.385,0.425,0.19,0.37,0.34,0.29,0.295,0.515,0.19,0.06,0.87,0.07,0.365,0.305,0.33,0.46,0.28,0.26,Negative
0.350140056,0.322128852,0.327731092,0.358543417,0.350140056,0.291316527,0.369747899,0.254901961,0.37535014,0.240896359,0.467787115,0.291316527,0.173669468,0.719887955,0.106442577,0.442577031,0.296918768,0.260504202,0.428571429,0.350140056,0.221288515,Positive
0.352941176,0.344537815,0.302521008,0.336134454,0.403361345,0.260504202,0.323529412,0.294117647,0.382352941,0.277310924,0.462184874,0.260504202,0.155462185,0.743697479,0.100840336,0.546218487,0.210084034,0.243697479,0.382352941,0.352941176,0.264705882,Negative
0.143737166,0.626283368,0.229979466,0.638603696,0.287474333,0.073921971,0.252566735,0.60164271,0.145790554,0.59137577,0.334702259,0.073921971,0.024640657,0.899383984,0.075975359,0.27926078,0.303901437,0.416837782,0.36550308,0.143737166,0.490759754,Negative
0.602898551,0.211594203,0.185507246,0.266666667,0.339130435,0.394202899,0.191304348,0.2,0.608695652,0.249275362,0.356521739,0.394202899,0.333333333,0.469565217,0.197101449,0.605797101,0.147826087,0.246376812,0.252173913,0.602898551,0.144927536,Negative
0.272108844,0.448979592,0.278911565,0.489795918,0.326530612,0.183673469,0.306122449,0.414965986,0.278911565,0.462585034,0.353741497,0.183673469,0.102040816,0.795918367,0.102040816,0.360544218,0.319727891,0.319727891,0.482993197,0.272108844,0.244897959,Negative
0.33815261,0.410441767,0.251405622,0.510040161,0.280321285,0.209638554,0.281927711,0.361445783,0.356626506,0.385542169,0.404819277,0.209638554,0.113253012,0.769477912,0.117269076,0.317269076,0.293975904,0.38875502,0.417670683,0.33815261,0.244176707,Positive
0.242160279,0.56271777,0.195121951,0.588850174,0.259581882,0.151567944,0.212543554,0.540069686,0.24738676,0.364111498,0.484320557,0.151567944,0.088850174,0.839721254,0.071428571,0.350174216,0.167247387,0.482578397,0.337979094,0.242160279,0.419860627,Negative
0.119641715,0.699296225,0.18106206,0.666026871,0.263595649,0.070377479,0.225847729,0.648752399,0.125399872,0.603966731,0.32565579,0.070377479,0.007037748,0.929622521,0.063339731,0.163787588,0.561740243,0.274472169,0.326935381,0.119641715,0.553422905,Negative
0.331168831,0.308441558,0.36038961,0.347402597,0.396103896,0.256493506,0.405844156,0.24025974,0.353896104,0.288961039,0.454545455,0.256493506,0.100649351,0.75,0.149350649,0.396103896,0.327922078,0.275974026,0.448051948,0.331168831,0.220779221,Negative
0.348837209,0.446511628,0.204651163,0.437209302,0.386046512,0.176744186,0.246511628,0.390697674,0.362790698,0.320930233,0.502325581,0.176744186,0.069767442,0.860465116,0.069767442,0.404651163,0.190697674,0.404651163,0.344186047,0.348837209,0.306976744,Negative
0.351851852,0.409722222,0.238425926,0.409722222,0.375,0.215277778,0.298611111,0.333333333,0.368055556,0.328703704,0.456018519,0.215277778,0.071759259,0.833333333,0.094907407,0.384259259,0.243055556,0.372685185,0.351851852,0.351851852,0.296296296,Negative
0.134171908,0.616352201,0.249475891,0.645702306,0.285115304,0.06918239,0.249475891,0.612159329,0.13836478,0.496855346,0.433962264,0.06918239,0.041928721,0.918238994,0.039832285,0.308176101,0.29769392,0.394129979,0.421383648,0.134171908,0.444444444,Positive
0.366237482,0.347639485,0.286123033,0.406294707,0.206008584,0.38769671,0.376251788,0.184549356,0.439198856,0.266094421,0.34620887,0.38769671,0.100143062,0.716738197,0.183118741,0.296137339,0.324749642,0.379113019,0.336194564,0.366237482,0.297567954,Positive
0.446244477,0.307805596,0.245949926,0.312223859,0.447717231,0.24005891,0.278350515,0.262150221,0.459499264,0.29455081,0.46539028,0.24005891,0.151693667,0.683357879,0.164948454,0.522827688,0.200294551,0.276877761,0.324005891,0.446244477,0.229749632,Negative
0.199617956,0.573065903,0.227316141,0.566380134,0.285577841,0.148042025,0.266475645,0.518624642,0.214899713,0.488061127,0.363896848,0.148042025,0.039159503,0.876790831,0.084049666,0.221585482,0.447946514,0.330468004,0.326647564,0.199617956,0.473734479,Positive
0.30449827,0.352941176,0.342560554,0.349480969,0.370242215,0.280276817,0.37716263,0.301038062,0.321799308,0.314878893,0.404844291,0.280276817,0.107266436,0.809688581,0.083044983,0.370242215,0.335640138,0.294117647,0.439446367,0.30449827,0.256055363,Negative
0.364919355,0.304435484,0.330645161,0.358870968,0.402217742,0.23891129,0.361895161,0.251008065,0.387096774,0.315524194,0.445564516,0.23891129,0.105846774,0.727822581,0.166330645,0.379032258,0.299395161,0.321572581,0.391129032,0.364919355,0.243951613,Negative
0.475935829,0.304812834,0.219251337,0.272727273,0.518716578,0.20855615,0.262032086,0.245989305,0.49197861,0.251336898,0.540106952,0.20855615,0.101604278,0.823529412,0.07486631,0.331550802,0.20855615,0.459893048,0.278074866,0.475935829,0.245989305,Negative
0.239888424,0.542538354,0.217573222,0.578800558,0.284518828,0.136680614,0.230125523,0.518828452,0.251046025,0.444909344,0.418410042,0.136680614,0.069735007,0.854951185,0.075313808,0.287308229,0.380753138,0.331938633,0.364016736,0.239888424,0.39609484,Positive
0.257575758,0.401515152,0.340909091,0.340909091,0.393939394,0.265151515,0.386363636,0.310606061,0.303030303,0.287878788,0.446969697,0.265151515,0.083333333,0.840909091,0.075757576,0.454545455,0.310606061,0.234848485,0.424242424,0.257575758,0.318181818,Negative
0.315436242,0.432885906,0.251677852,0.446308725,0.352348993,0.201342282,0.268456376,0.389261745,0.342281879,0.38590604,0.412751678,0.201342282,0.10738255,0.822147651,0.070469799,0.375838926,0.248322148,0.375838926,0.338926174,0.315436242,0.345637584,Negative
0.198036007,0.557010366,0.244953628,0.560283688,0.300054555,0.139661757,0.270594654,0.521549373,0.207855974,0.492635025,0.367703219,0.139661757,0.041462084,0.863611566,0.09492635,0.206219313,0.422804146,0.370976541,0.325150027,0.198036007,0.476813966,Positive
0.220472441,0.472440945,0.307086614,0.472440945,0.338582677,0.188976378,0.354330709,0.417322835,0.228346457,0.417322835,0.393700787,0.188976378,0.078740157,0.834645669,0.086614173,0.409448819,0.31496063,0.275590551,0.535433071,0.220472441,0.244094488,Negative
0.158461538,0.603076923,0.238461538,0.611538462,0.29,0.098461538,0.257692308,0.578461538,0.163846154,0.54,0.361538462,0.098461538,0.031538462,0.894615385,0.073846154,0.217692308,0.448461538,0.333846154,0.319230769,0.158461538,0.522307692,Positive
0.399658412,0.295473954,0.304867635,0.376601196,0.204099061,0.419299744,0.38941076,0.152860803,0.457728437,0.261315115,0.319385141,0.419299744,0.120409906,0.659265585,0.220324509,0.320239112,0.343296328,0.33646456,0.333902647,0.399658412,0.266438941,Positive
0.348927875,0.306042885,0.34502924,0.315789474,0.438596491,0.245614035,0.376218324,0.257309942,0.366471735,0.276803119,0.477582846,0.245614035,0.115009747,0.764132554,0.1208577,0.467836257,0.265107212,0.26705653,0.401559454,0.348927875,0.249512671,Negative
0.244803695,0.43187067,0.323325635,0.408775982,0.364896074,0.226327945,0.381062356,0.360277136,0.258660508,0.360277136,0.413394919,0.226327945,0.043879908,0.903002309,0.053117783,0.304849885,0.355658199,0.339491917,0.429561201,0.244803695,0.325635104,Negative
0.358208955,0.334328358,0.307462687,0.382089552,0.379104478,0.23880597,0.334328358,0.292537313,0.373134328,0.307462687,0.453731343,0.23880597,0.12238806,0.731343284,0.146268657,0.385074627,0.304477612,0.310447761,0.411940299,0.358208955,0.229850746,Negative
0.325301205,0.365461847,0.309236948,0.393574297,0.417670683,0.18875502,0.321285141,0.341365462,0.337349398,0.345381526,0.465863454,0.18875502,0.108433735,0.763052209,0.128514056,0.437751004,0.297188755,0.265060241,0.489959839,0.325301205,0.184738956,Positive
0.399224806,0.313953488,0.286821705,0.302325581,0.341085271,0.356589147,0.329457364,0.259689922,0.410852713,0.251937984,0.391472868,0.356589147,0.220930233,0.674418605,0.104651163,0.46124031,0.271317829,0.26744186,0.372093023,0.399224806,0.228682171,Negative
0.215473608,0.556760665,0.227765727,0.579898771,0.292841649,0.127259581,0.254519161,0.51626898,0.229211858,0.527114967,0.345625452,0.127259581,0.036876356,0.856832972,0.106290672,0.228488792,0.360086768,0.41142444,0.313087491,0.215473608,0.471438901,Positive
0.386837881,0.417335474,0.195826645,0.390048154,0.423756019,0.186195827,0.223113965,0.365971108,0.410914928,0.295345104,0.518459069,0.186195827,0.077046549,0.873194222,0.04975923,0.423756019,0.232744783,0.343499197,0.248796148,0.386837881,0.364365971,Positive
0.29707113,0.513598326,0.189330544,0.532426778,0.267782427,0.199790795,0.199790795,0.482217573,0.317991632,0.444560669,0.355648536,0.199790795,0.085774059,0.834728033,0.079497908,0.375523013,0.19665272,0.427824268,0.34832636,0.29707113,0.35460251,Negative
0.183908046,0.482758621,0.333333333,0.459770115,0.356321839,0.183908046,0.379310345,0.425287356,0.195402299,0.367816092,0.448275862,0.183908046,0.045977011,0.908045977,0.045977011,0.310344828,0.402298851,0.287356322,0.402298851,0.183908046,0.413793103,Positive
0.320197044,0.618226601,0.061576355,0.709359606,0.169950739,0.120689655,0.068965517,0.608374384,0.322660099,0.697044335,0.18226601,0.120689655,0.091133005,0.709359606,0.199507389,0.256157635,0.083743842,0.660098522,0.13546798,0.320197044,0.544334975,Negative
0.168674699,0.542168675,0.289156627,0.560240964,0.289156627,0.15060241,0.325301205,0.493975904,0.180722892,0.487951807,0.361445783,0.15060241,0.048192771,0.873493976,0.078313253,0.228915663,0.439759036,0.331325301,0.397590361,0.168674699,0.43373494,Negative
0.285714286,0.515151515,0.199134199,0.502164502,0.281385281,0.216450216,0.233766234,0.458874459,0.307359307,0.445887446,0.337662338,0.216450216,0.095238095,0.813852814,0.090909091,0.307359307,0.25974026,0.432900433,0.268398268,0.285714286,0.445887446,Positive
0.370517928,0.362549801,0.266932271,0.38247012,0.362549801,0.25498008,0.294820717,0.314741036,0.390438247,0.306772908,0.438247012,0.25498008,0.12749004,0.737051793,0.135458167,0.426294821,0.258964143,0.314741036,0.354581673,0.370517928,0.274900398,Negative
0.407103825,0.382513661,0.210382514,0.409836066,0.360655738,0.229508197,0.226775956,0.360655738,0.412568306,0.346994536,0.423497268,0.229508197,0.155737705,0.677595628,0.166666667,0.442622951,0.24863388,0.308743169,0.338797814,0.407103825,0.254098361,Negative
0.321266968,0.36199095,0.316742081,0.36199095,0.42081448,0.21719457,0.352941176,0.280542986,0.366515837,0.28959276,0.49321267,0.21719457,0.085972851,0.819004525,0.095022624,0.407239819,0.316742081,0.2760181,0.398190045,0.321266968,0.280542986,Negative
0.374240583,0.47144593,0.154313487,0.522478736,0.27582017,0.201701094,0.159173755,0.462940462,0.377885784,0.47144593,0.326852977,0.201701094,0.113001215,0.770352369,0.116646416,0.351154313,0.204131227,0.444714459,0.332928311,0.374240583,0.292831106,Negative
0.340501792,0.394265233,0.265232975,0.410394265,0.406810036,0.182795699,0.297491039,0.35125448,0.35125448,0.360215054,0.456989247,0.182795699,0.078853047,0.831541219,0.089605735,0.313620072,0.268817204,0.417562724,0.342293907,0.340501792,0.317204301,Negative
0.279069767,0.503171247,0.217758985,0.520084567,0.249471459,0.230443975,0.241014799,0.454545455,0.304439746,0.397463002,0.372093023,0.230443975,0.114164905,0.790697674,0.095137421,0.399577167,0.207188161,0.393234672,0.321353066,0.279069767,0.399577167,Positive
0.227272727,0.496212121,0.276515152,0.46969697,0.329545455,0.200757576,0.340909091,0.420454545,0.238636364,0.386363636,0.412878788,0.200757576,0.060606061,0.848484848,0.090909091,0.371212121,0.299242424,0.329545455,0.401515152,0.227272727,0.371212121,Negative
0.27510917,0.414847162,0.310043668,0.436681223,0.329694323,0.233624454,0.362445415,0.349344978,0.288209607,0.399563319,0.366812227,0.233624454,0.061135371,0.831877729,0.1069869,0.344978166,0.34279476,0.312227074,0.456331878,0.27510917,0.268558952,Negative
0.405982906,0.384615385,0.209401709,0.415598291,0.382478632,0.201923077,0.22542735,0.348290598,0.426282051,0.356837607,0.441239316,0.201923077,0.127136752,0.724358974,0.148504274,0.432692308,0.223290598,0.344017094,0.307692308,0.405982906,0.286324786,Negative
0.356955381,0.37007874,0.272965879,0.391076115,0.404199475,0.204724409,0.288713911,0.333333333,0.377952756,0.343832021,0.45144357,0.204724409,0.125984252,0.729658793,0.144356955,0.412073491,0.272965879,0.31496063,0.409448819,0.356955381,0.233595801,Negative
0.265671642,0.532835821,0.201492537,0.486567164,0.291044776,0.22238806,0.244776119,0.449253731,0.305970149,0.370149254,0.407462687,0.22238806,0.07761194,0.83880597,0.08358209,0.382089552,0.225373134,0.392537313,0.317910448,0.265671642,0.41641791,Negative
0.256198347,0.429752066,0.314049587,0.421487603,0.429752066,0.148760331,0.338842975,0.380165289,0.280991736,0.363636364,0.487603306,0.148760331,0.041322314,0.826446281,0.132231405,0.363636364,0.297520661,0.338842975,0.421487603,0.256198347,0.32231405,Negative
