0,prop1.Tr1331,prop1.Tr2332,prop2.Tr1221,prop2.Tr1331,prop2.Tr2332,prop3.Tr1221,prop3.Tr1331,prop3.Tr2332,prop4.Tr1221,prop4.Tr1331,prop4.Tr2332,prop5.Tr1221,prop5.Tr1331,prop5.Tr2332,prop6.Tr1221,prop6.Tr1331,prop6.Tr2332,prop7.Tr1221,prop7.Tr1331,prop7.Tr2332,Class
0.24,0.148837209,0.183255814,0.279069767,0.169302326,0.141395349,0.20744186,0.173953488,0.224186047,0.289302326,0.149767442,0.160930233,0.144186047,0.03255814,0.149767442,0.190697674,0.288372093,0.120930233,0.244651163,0.229767442,0.144186047,Negative
0.288681205,0.134994808,0.198338525,0.283489097,0.196261682,0.144340602,0.193146417,0.159916926,0.276220145,0.295950156,0.163032191,0.177570093,0.130841121,0.016614746,0.126687435,0.113187954,0.315680166,0.197300104,0.191069574,0.236760125,0.232606438,Negative
0.228640193,0.115523466,0.287605295,0.339350181,0.164861613,0.12755716,0.281588448,0.150421179,0.21299639,0.339350181,0.145607702,0.146811071,0.077015644,0.009626955,0.139590854,0.176895307,0.19133574,0.25631769,0.16967509,0.315282792,0.174488568,Positive
0.114754098,0.081967213,0.337704918,0.340983607,0.124590164,0.068852459,0.308196721,0.11147541,0.137704918,0.436065574,0.081967213,0.11147541,0.06557377,0,0.078688525,0.219672131,0.249180328,0.203278689,0.118032787,0.403278689,0.078688525,Positive
0.227272727,0.213636364,0.236363636,0.309090909,0.154545455,0.190909091,0.2,0.268181818,0.227272727,0.309090909,0.127272727,0.218181818,0.145454545,0.013636364,0.140909091,0.290909091,0.254545455,0.163636364,0.268181818,0.186363636,0.172727273,Negative
0.24,0.145454545,0.24,0.309090909,0.192727273,0.145454545,0.250909091,0.185454545,0.207272727,0.32,0.152727273,0.185454545,0.12,0.04,0.178181818,0.170909091,0.261818182,0.218181818,0.207272727,0.232727273,0.178181818,Negative
0.306930693,0.161716172,0.145214521,0.310231023,0.168316832,0.151815182,0.138613861,0.194719472,0.267326733,0.326732673,0.138613861,0.181518152,0.135313531,0.056105611,0.313531353,0.188118812,0.316831683,0.161716172,0.250825083,0.158415842,0.217821782,Negative
0.254464286,0.03125,0.141964286,0.340178571,0.04375,0.013392857,0.152678571,0.038392857,0.250892857,0.533928571,0.035714286,0.021428571,0.023214286,0.001785714,0.225,0.23125,0.241964286,0.340178571,0.044642857,0.3625,0.241071429,Positive
0.163250366,0.047584187,0.201317716,0.292093704,0.068081991,0.04465593,0.205710102,0.060761347,0.154465593,0.370424597,0.055636896,0.057101025,0.038799414,0.003660322,0.117862372,0.126647145,0.17715959,0.306002928,0.065153734,0.308931186,0.14568082,Positive
0.205714286,0.182857143,0.302857143,0.325714286,0.182857143,0.2,0.268571429,0.228571429,0.171428571,0.291428571,0.16,0.222857143,0.165714286,0.017142857,0.154285714,0.257142857,0.251428571,0.142857143,0.251428571,0.24,0.137142857,Negative
0.201848998,0.143297381,0.26348228,0.302003082,0.166409861,0.138674884,0.266563945,0.174114022,0.189522342,0.326656394,0.151001541,0.154083205,0.069337442,0.00770416,0.158705701,0.197226502,0.189522342,0.266563945,0.19568567,0.314329738,0.149460709,Positive
0.260700389,0.245136187,0.19844358,0.221789883,0.214007782,0.233463035,0.186770428,0.303501946,0.20233463,0.20233463,0.178988327,0.26848249,0.291828794,0.042801556,0.143968872,0.260700389,0.210116732,0.171206226,0.322957198,0.171206226,0.182879377,Negative
0.313596491,0.168859649,0.125,0.239035088,0.168859649,0.201754386,0.14254386,0.234649123,0.256578947,0.25877193,0.131578947,0.239035088,0.157894737,0.030701754,0.166666667,0.197368421,0.252192982,0.177631579,0.219298246,0.155701754,0.263157895,Negative
0.190839695,0.099236641,0.27480916,0.320610687,0.160305344,0.183206107,0.236641221,0.122137405,0.213740458,0.312977099,0.152671756,0.190839695,0.099236641,0.022900763,0.129770992,0.259541985,0.20610687,0.106870229,0.129770992,0.221374046,0.160305344,Negative
0.245714286,0.291428571,0.222857143,0.274285714,0.148571429,0.262857143,0.16,0.342857143,0.194285714,0.262857143,0.125714286,0.285714286,0.154285714,0.028571429,0.245714286,0.297142857,0.228571429,0.125714286,0.4,0.148571429,0.137142857,Negative
0.151020408,0.110204082,0.26122449,0.324489796,0.124489796,0.114285714,0.259183673,0.148979592,0.132653061,0.328571429,0.104081633,0.134693878,0.079591837,0.006122449,0.112244898,0.216326531,0.104081633,0.218367347,0.124489796,0.302040816,0.136734694,Positive
0.222222222,0.218106996,0.222222222,0.296296296,0.172839506,0.193415638,0.201646091,0.24691358,0.209876543,0.242798354,0.144032922,0.222222222,0.160493827,0.020576132,0.21399177,0.242798354,0.226337449,0.193415638,0.279835391,0.230452675,0.160493827,Negative
0.256965944,0.229102167,0.157894737,0.309597523,0.117647059,0.226006192,0.142414861,0.269349845,0.229102167,0.26625387,0.099071207,0.244582043,0.204334365,0.043343653,0.198142415,0.191950464,0.244582043,0.117647059,0.269349845,0.145510836,0.216718266,Negative
0.232819074,0.140252454,0.215521272,0.273959794,0.198223469,0.121552127,0.206638616,0.168302945,0.233754091,0.3085554,0.150537634,0.169237962,0.143057504,0.028985507,0.172043011,0.147265077,0.284244974,0.194483403,0.204768583,0.230014025,0.168302945,Positive
0.294294294,0.123123123,0.174174174,0.3003003,0.18018018,0.084084084,0.174174174,0.147147147,0.282282282,0.312312312,0.144144144,0.12012012,0.108108108,0.009009009,0.171171171,0.141141141,0.261261261,0.195195195,0.213213213,0.273273273,0.204204204,Negative
0.243353783,0.149284254,0.204498978,0.310838446,0.175869121,0.118609407,0.200408998,0.163599182,0.257668712,0.339468303,0.147239264,0.147239264,0.120654397,0.006134969,0.100204499,0.143149284,0.329243354,0.149284254,0.202453988,0.255623722,0.190184049,Negative
0.256292906,0.215102975,0.224256293,0.336384439,0.167048055,0.139588101,0.224256293,0.242562929,0.23798627,0.345537757,0.157894737,0.148741419,0.187643021,0.022883295,0.19221968,0.2402746,0.254004577,0.162471396,0.329519451,0.19221968,0.14187643,Positive
0.239726027,0.232876712,0.184931507,0.219178082,0.178082192,0.246575342,0.171232877,0.273972603,0.198630137,0.212328767,0.116438356,0.308219178,0.253424658,0.04109589,0.109589041,0.198630137,0.239726027,0.102739726,0.267123288,0.184931507,0.205479452,Negative
0.247328244,0.134351145,0.184732824,0.250381679,0.154198473,0.177099237,0.169465649,0.183206107,0.201526718,0.239694656,0.13129771,0.2,0.123664122,0.016793893,0.141984733,0.229007634,0.236641221,0.169465649,0.195419847,0.222900763,0.186259542,Negative
0.258187773,0.084606987,0.2680131,0.376091703,0.146834061,0.087336245,0.288755459,0.102074236,0.251637555,0.378275109,0.128275109,0.105895197,0.068231441,0.012554585,0.170851528,0.162663755,0.177401747,0.27128821,0.121724891,0.322052402,0.221069869,Positive
0.142857143,0.232142857,0.321428571,0.258928571,0.169642857,0.276785714,0.25,0.303571429,0.107142857,0.169642857,0.098214286,0.348214286,0.241071429,0.008928571,0.044642857,0.276785714,0.214285714,0.160714286,0.258928571,0.321428571,0.116071429,Negative
0.188235294,0.132352941,0.276470588,0.252941176,0.229411765,0.167647059,0.273529412,0.147058824,0.191176471,0.270588235,0.2,0.197058824,0.129411765,0.011764706,0.076470588,0.211764706,0.2,0.2,0.211764706,0.352941176,0.108823529,Negative
0.214762965,0.248488705,0.221762647,0.284759784,0.162583519,0.203627108,0.200763602,0.291759465,0.18294623,0.278396437,0.139675469,0.226535157,0.181355393,0.030544066,0.201081769,0.233534839,0.262806236,0.175628381,0.279350939,0.209672288,0.183900732,Negative
0.2,0.103030303,0.339393939,0.351515152,0.139393939,0.121212121,0.339393939,0.127272727,0.187878788,0.351515152,0.127272727,0.133333333,0.078787879,0.006060606,0.151515152,0.224242424,0.151515152,0.309090909,0.139393939,0.4,0.163636364,Negative
0.21350365,0.191605839,0.26459854,0.28649635,0.177007299,0.178832117,0.240875912,0.248175182,0.182481752,0.328467153,0.153284672,0.202554745,0.109489051,0.010948905,0.178832117,0.208029197,0.215328467,0.226277372,0.253649635,0.248175182,0.151459854,Negative
