@relation mydata
@attribute prop1.Tr1221 numeric
@attribute prop1.Tr1331 numeric
@attribute prop1.Tr2332 numeric
@attribute prop2.Tr1221 numeric
@attribute prop2.Tr1331 numeric
@attribute prop2.Tr2332 numeric
@attribute prop3.Tr1221 numeric
@attribute prop3.Tr1331 numeric
@attribute prop3.Tr2332 numeric
@attribute prop4.Tr1221 numeric
@attribute prop4.Tr1331 numeric
@attribute prop4.Tr2332 numeric
@attribute prop5.Tr1221 numeric
@attribute prop5.Tr1331 numeric
@attribute prop5.Tr2332 numeric
@attribute prop6.Tr1221 numeric
@attribute prop6.Tr1331 numeric
@attribute prop6.Tr2332 numeric
@attribute prop7.Tr1221 numeric
@attribute prop7.Tr1331 numeric
@attribute prop7.Tr2332 numeric
@attribute label string
@data
0.227848101265823,0.0759493670886076,0.214039125431531,0.3590333716916,0.0621403912543153,0.0425776754890679,0.209436133486766,0.0874568469505178,0.220943613348677,0.406214039125432,0.0609896432681243,0.0437284234752589,0.0276179516685846,0,0.124280782508631,0.120828538550058,0.254315304948216,0.210586881472957,0.174913693901036,0.295742232451093,0.128883774453395,'Positive'
0.228640192539109,0.115523465703971,0.287605294825511,0.339350180505415,0.164861612515042,0.127557160048135,0.28158844765343,0.150421179302046,0.212996389891697,0.339350180505415,0.14560770156438,0.146811070998797,0.0770156438026474,0.00962695547533093,0.139590854392298,0.176895306859206,0.191335740072202,0.256317689530686,0.169675090252708,0.315282791817088,0.174488567990373,'Positive'
0.209638554216867,0.187951807228916,0.27710843373494,0.272289156626506,0.204819277108434,0.166265060240964,0.250602409638554,0.233734939759036,0.187951807228916,0.272289156626506,0.175903614457831,0.195180722891566,0.16144578313253,0.0192771084337349,0.159036144578313,0.212048192771084,0.265060240963855,0.183132530120482,0.262650602409639,0.233734939759036,0.134939759036145,'Positive'
0.243323442136499,0.175074183976261,0.231454005934718,0.27299703264095,0.225519287833828,0.136498516320475,0.234421364985163,0.213649851632047,0.222551928783383,0.299703264094956,0.204747774480712,0.15727002967359,0.183976261127596,0.0207715133531157,0.175074183976261,0.225519287833828,0.237388724035608,0.207715133531157,0.293768545994065,0.228486646884273,0.124629080118694,'Positive'
0.221774193548387,0.205645161290323,0.205645161290323,0.346774193548387,0.145161290322581,0.157258064516129,0.193548387096774,0.217741935483871,0.233870967741935,0.350806451612903,0.125,0.17741935483871,0.149193548387097,0.0362903225806452,0.173387096774194,0.229838709677419,0.221774193548387,0.141129032258065,0.314516129032258,0.181451612903226,0.112903225806452,'Positive'
0.25629290617849,0.215102974828375,0.224256292906178,0.336384439359268,0.167048054919908,0.139588100686499,0.224256292906178,0.242562929061785,0.237986270022883,0.345537757437071,0.157894736842105,0.148741418764302,0.187643020594966,0.022883295194508,0.192219679633867,0.240274599542334,0.254004576659039,0.162471395881007,0.329519450800915,0.192219679633867,0.14187643020595,'Positive'
0.261363636363636,0.164772727272727,0.272727272727273,0.278409090909091,0.232954545454545,0.0681818181818182,0.267045454545455,0.181818181818182,0.278409090909091,0.289772727272727,0.210227272727273,0.0909090909090909,0.0852272727272727,0.00568181818181818,0.1875,0.221590909090909,0.204545454545455,0.232954545454545,0.221590909090909,0.278409090909091,0.204545454545455,'Positive'
0.176470588235294,0.147058823529412,0.305882352941176,0.329411764705882,0.129411764705882,0.123529411764706,0.329411764705882,0.182352941176471,0.129411764705882,0.411764705882353,0.105882352941176,0.147058823529412,0.0588235294117647,0,0.164705882352941,0.235294117647059,0.229411764705882,0.258823529411765,0.176470588235294,0.364705882352941,0.147058823529412,'Positive'
0.20659062103929,0.26362484157161,0.168567807351077,0.278833967046895,0.162230671736375,0.195183776932826,0.150823827629911,0.291508238276299,0.191381495564005,0.262357414448669,0.112801013941698,0.244613434727503,0.20532319391635,0.0684410646387833,0.230671736375158,0.228136882129278,0.248415716096324,0.125475285171103,0.325728770595691,0.159695817490494,0.144486692015209,'Positive'
0.14766201804758,0.102543068088597,0.273995077932732,0.304347826086957,0.109105824446267,0.0705496308449549,0.293683347005742,0.127153404429861,0.127973748974569,0.292042657916325,0.0951599671862182,0.0844954881050041,0.0270713699753897,0.000820344544708778,0.17473338802297,0.192780968006563,0.129614438063987,0.243642329778507,0.132895816242822,0.451189499589828,0.117309269893355,'Positive'
0.19047619047619,0.112044817927171,0.271708683473389,0.34453781512605,0.109243697478992,0.092436974789916,0.274509803921569,0.145658263305322,0.168067226890756,0.361344537815126,0.092436974789916,0.109243697478992,0.0476190476190476,0.00280112044817927,0.148459383753501,0.165266106442577,0.134453781512605,0.291316526610644,0.142857142857143,0.299719887955182,0.159663865546218,'Positive'
0.203076923076923,0.141538461538462,0.267692307692308,0.329230769230769,0.107692307692308,0.126153846153846,0.243076923076923,0.175384615384615,0.187692307692308,0.363076923076923,0.0984615384615385,0.135384615384615,0.0769230769230769,0.00923076923076923,0.163076923076923,0.181538461538462,0.172307692307692,0.264615384615385,0.203076923076923,0.283076923076923,0.141538461538462,'Positive'
0.159450897571278,0.0876451953537487,0.30623020063358,0.346356916578669,0.111932418162619,0.0760295670538543,0.31467793030623,0.109820485744456,0.147835269271383,0.372756071805702,0.0897571277719113,0.0982048574445618,0.0401267159450898,0.00422386483632524,0.12882787750792,0.159450897571278,0.12882787750792,0.325237592397043,0.111932418162619,0.337909186906019,0.135163674762408,'Positive'
0.183127572016461,0.0987654320987654,0.246913580246914,0.302469135802469,0.150205761316872,0.0606995884773663,0.291152263374486,0.116255144032922,0.161522633744856,0.319958847736626,0.128600823045267,0.0823045267489712,0.0668724279835391,0.00720164609053498,0.16358024691358,0.19238683127572,0.132716049382716,0.266460905349794,0.130658436213992,0.380658436213992,0.151234567901235,'Positive'
0.186046511627907,0.13953488372093,0.27906976744186,0.337209302325581,0.174418604651163,0.127906976744186,0.290697674418605,0.174418604651163,0.174418604651163,0.36046511627907,0.127906976744186,0.174418604651163,0.0930232558139535,0,0.0930232558139535,0.151162790697674,0.13953488372093,0.255813953488372,0.197674418604651,0.255813953488372,0.127906976744186,'Positive'
0.219178082191781,0.0787671232876712,0.263698630136986,0.339897260273973,0.144691780821918,0.0753424657534247,0.276541095890411,0.0933219178082192,0.211472602739726,0.361301369863014,0.123287671232877,0.0967465753424658,0.0582191780821918,0.00856164383561644,0.174657534246575,0.19263698630137,0.164383561643836,0.296232876712329,0.11472602739726,0.293664383561644,0.183219178082192,'Positive'
0.163250366032211,0.0475841874084919,0.201317715959004,0.292093704245974,0.0680819912152269,0.0446559297218155,0.205710102489019,0.0607613469985359,0.154465592972182,0.370424597364568,0.0556368960468521,0.0571010248901903,0.0387994143484627,0.00366032210834553,0.117862371888726,0.126647144948755,0.177159590043924,0.306002928257687,0.0651537335285505,0.308931185944363,0.145680819912152,'Positive'
0.201848998459168,0.143297380585516,0.263482280431433,0.302003081664099,0.166409861325116,0.138674884437596,0.266563944530046,0.174114021571649,0.189522342064715,0.326656394453005,0.151001540832049,0.154083204930663,0.0693374422187981,0.00770416024653313,0.158705701078582,0.197226502311248,0.189522342064715,0.266563944530046,0.195685670261941,0.314329738058552,0.149460708782743,'Positive'
