"prop1.G1.residue0","prop1.G1.residue25","prop1.G1.residue50","prop1.G1.residue75","prop1.G1.residue100","prop1.G2.residue0","prop1.G2.residue25","prop1.G2.residue50","prop1.G2.residue75","prop1.G2.residue100","prop1.G3.residue0","prop1.G3.residue25","prop1.G3.residue50","prop1.G3.residue75","prop1.G3.residue100","prop2.G1.residue0","prop2.G1.residue25","prop2.G1.residue50","prop2.G1.residue75","prop2.G1.residue100","prop2.G2.residue0","prop2.G2.residue25","prop2.G2.residue50","prop2.G2.residue75","prop2.G2.residue100","prop2.G3.residue0","prop2.G3.residue25","prop2.G3.residue50","prop2.G3.residue75","prop2.G3.residue100","prop3.G1.residue0","prop3.G1.residue25","prop3.G1.residue50","prop3.G1.residue75","prop3.G1.residue100","prop3.G2.residue0","prop3.G2.residue25","prop3.G2.residue50","prop3.G2.residue75","prop3.G2.residue100","prop3.G3.residue0","prop3.G3.residue25","prop3.G3.residue50","prop3.G3.residue75","prop3.G3.residue100","prop4.G1.residue0","prop4.G1.residue25","prop4.G1.residue50","prop4.G1.residue75","prop4.G1.residue100","prop4.G2.residue0","prop4.G2.residue25","prop4.G2.residue50","prop4.G2.residue75","prop4.G2.residue100","prop4.G3.residue0","prop4.G3.residue25","prop4.G3.residue50","prop4.G3.residue75","prop4.G3.residue100","prop5.G1.residue0","prop5.G1.residue25","prop5.G1.residue50","prop5.G1.residue75","prop5.G1.residue100","prop5.G2.residue0","prop5.G2.residue25","prop5.G2.residue50","prop5.G2.residue75","prop5.G2.residue100","prop5.G3.residue0","prop5.G3.residue25","prop5.G3.residue50","prop5.G3.residue75","prop5.G3.residue100","prop6.G1.residue0","prop6.G1.residue25","prop6.G1.residue50","prop6.G1.residue75","prop6.G1.residue100","prop6.G2.residue0","prop6.G2.residue25","prop6.G2.residue50","prop6.G2.residue75","prop6.G2.residue100","prop6.G3.residue0","prop6.G3.residue25","prop6.G3.residue50","prop6.G3.residue75","prop6.G3.residue100","prop7.G1.residue0","prop7.G1.residue25","prop7.G1.residue50","prop7.G1.residue75","prop7.G1.residue100","prop7.G2.residue0","prop7.G2.residue25","prop7.G2.residue50","prop7.G2.residue75","prop7.G2.residue100","prop7.G3.residue0","prop7.G3.residue25","prop7.G3.residue50","prop7.G3.residue75","prop7.G3.residue100"
0.837988826815642,23.463687150838,46.6480446927374,75.6983240223464,100,0.558659217877095,27.9329608938547,51.3966480446927,75.9776536312849,98.8826815642458,0.279329608938547,23.1843575418994,48.6033519553073,67.3184357541899,99.4413407821229,0.558659217877095,23.7430167597765,46.3687150837989,73.1843575418994,98.8826815642458,0.837988826815642,22.3463687150838,52.5139664804469,77.3743016759776,100,0.279329608938547,31.0055865921788,50,73.7430167597765,96.3687150837989,0.279329608938547,24.3016759776536,48.6033519553073,69.8324022346369,99.4413407821229,0.558659217877095,24.0223463687151,50.2793296089385,74.0223463687151,98.8826815642458,0.837988826815642,24.5810055865922,49.4413407821229,76.8156424581006,100,0.558659217877095,20.391061452514,47.4860335195531,74.5810055865922,98.8826815642458,0.837988826815642,25.6983240223464,50.5586592178771,75.1396648044693,100,0.279329608938547,31.0055865921788,50,73.7430167597765,96.3687150837989,2.23463687150838,23.463687150838,50,76.8156424581006,96.3687150837989,0.279329608938547,25.1396648044693,50.2793296089385,74.0223463687151,100,3.07262569832402,20.6703910614525,39.3854748603352,75.4189944134078,98.3240223463687,0.279329608938547,23.463687150838,52.2346368715084,76.8156424581006,99.4413407821229,1.39664804469274,26.536312849162,48.6033519553073,72.9050279329609,99.1620111731844,0.558659217877095,23.7430167597765,44.1340782122905,70.6703910614525,100,1.11731843575419,25.1396648044693,48.6033519553073,69.8324022346369,99.4413407821229,0.837988826815642,23.463687150838,46.6480446927374,75.6983240223464,100,0.279329608938547,27.9329608938547,55.0279329608939,78.2122905027933,98.8826815642458
0.20703933747412,31.3319530710835,53.8302277432712,73.7060041407867,99.8619737750172,0.138026224982747,22.5672877846791,48.5852311939268,79.4340924775707,99.7929606625259,0.0690131124913734,22.0151828847481,44.7204968944099,66.8046928916494,100,0.276052449965493,24.0165631469979,50.9316770186335,80.2622498274672,99.7929606625259,0.20703933747412,24.3616287094548,50.1725327812284,71.2905452035887,100,0.0690131124913734,29.6066252587992,48.8612836438923,73.0848861283644,99.8619737750172,0.0690131124913734,21.1180124223602,44.5134575569358,66.8046928916494,100,0.276052449965493,22.5672877846791,49.6204278812974,80.2622498274672,99.7929606625259,0.20703933747412,31.3319530710835,53.7612146307798,73.6369910282954,99.8619737750172,0.690131124913734,24.6376811594203,48.7232574189096,76.5355417529331,99.7929606625259,0.20703933747412,23.9475500345066,51.2767425810904,76.0524499654934,100,0.0690131124913734,29.6066252587992,48.8612836438923,73.0848861283644,99.8619737750172,7.93650793650794,41.1318150448585,55.0724637681159,74.4651483781919,99.8619737750172,0.0690131124913734,21.7391304347826,45.8247066942719,72.6017943409248,100,7.59144237405107,44.9275362318841,63.5610766045549,78.743961352657,99.447895100069,0.0690131124913734,26.0869565217391,51.8978605935128,73.3609385783299,100,0.138026224982747,20.7729468599034,42.1670117322291,67.4258109040718,99.9309868875086,0.20703933747412,25.6728778467909,50.655624568668,81.3664596273292,99.7929606625259,0.690131124913734,21.7391304347826,44.7895100069013,72.2567287784679,100,0.20703933747412,31.3319530710835,53.8302277432712,73.7060041407867,99.8619737750172,0.0690131124913734,22.912353347136,49.6204278812974,79.9171842650103,98.5507246376812
1,23.1666666666667,43.1666666666667,67.3333333333333,99.6666666666667,0.333333333333333,33.3333333333333,60,80.3333333333333,100,0.166666666666667,16.8333333333333,34.1666666666667,63.5,99.8333333333333,0.333333333333333,34.3333333333333,59.8333333333333,81.6666666666667,100,0.666666666666667,18.1666666666667,41.6666666666667,62.6666666666667,99.8333333333333,0.166666666666667,20.6666666666667,37.1666666666667,69.8333333333333,99.6666666666667,0.166666666666667,16.8333333333333,33.6666666666667,62.6666666666667,99.8333333333333,0.333333333333333,36,62,82.8333333333333,100,1,22.8333333333333,43,67.3333333333333,99.6666666666667,0.5,31.8333333333333,60.6666666666667,83.6666666666667,100,0.333333333333333,21.3333333333333,45,65.8333333333333,99.8333333333333,0.166666666666667,20.6666666666667,37.1666666666667,69.8333333333333,99.6666666666667,1.5,23.1666666666667,43.1666666666667,71.3333333333333,99.6666666666667,0.166666666666667,26.5,53.1666666666667,76.8333333333333,100,1,18.8333333333333,33.5,43,98.8333333333333,0.166666666666667,23.5,45.6666666666667,71.1666666666667,100,0.666666666666667,18.1666666666667,41,71.6666666666667,99,0.333333333333333,34.5,55.5,79.1666666666667,98.6666666666667,0.5,23,49.8333333333333,77.5,100,1,23.1666666666667,43.1666666666667,67.3333333333333,99.6666666666667,0.166666666666667,31.5,56.8333333333333,77.3333333333333,98.6666666666667
11.5702479338843,28.9256198347107,61.1570247933884,81.8181818181818,91.7355371900826,1.65289256198347,19.0082644628099,38.0165289256198,59.504132231405,100,0.826446280991736,21.4876033057851,56.198347107438,73.5537190082645,97.5206611570248,1.65289256198347,15.702479338843,38.8429752066116,66.9421487603306,100,3.30578512396694,26.4462809917355,57.8512396694215,80.1652892561983,97.5206611570248,0.826446280991736,28.099173553719,52.0661157024793,69.4214876033058,98.3471074380165,0.826446280991736,23.9669421487603,53.7190082644628,73.5537190082645,97.5206611570248,1.65289256198347,14.0495867768595,37.1900826446281,48.7603305785124,100,11.5702479338843,29.7520661157025,61.1570247933884,81.8181818181818,98.3471074380165,1.65289256198347,15.702479338843,39.6694214876033,67.7685950413223,100,3.30578512396694,26.4462809917355,54.5454545454545,75.2066115702479,97.5206611570248,0.826446280991736,28.099173553719,52.0661157024793,69.4214876033058,98.3471074380165,28.099173553719,28.099173553719,28.9256198347107,60.3305785123967,85.1239669421488,0.826446280991736,21.4876033057851,46.2809917355372,72.7272727272727,100,17.3553719008264,43.801652892562,61.9834710743802,80.1652892561983,90.9090909090909,0.826446280991736,28.9256198347107,57.0247933884297,80.1652892561983,98.3471074380165,3.30578512396694,24.7933884297521,50.4132231404959,71.900826446281,96.6942148760331,1.65289256198347,19.8347107438017,39.6694214876033,70.2479338842975,100,1.65289256198347,21.4876033057851,56.198347107438,75.2066115702479,100,11.5702479338843,28.9256198347107,61.1570247933884,81.8181818181818,91.7355371900826,0.826446280991736,10.7438016528926,35.5371900826446,46.2809917355372,98.3471074380165
2.09059233449477,22.2996515679443,47.7351916376307,70.383275261324,97.212543554007,0.696864111498258,29.9651567944251,50.5226480836237,81.184668989547,99.6515679442509,0.348432055749129,24.0418118466899,49.8257839721254,71.0801393728223,100,0.696864111498258,33.1010452961672,56.794425087108,82.9268292682927,99.6515679442509,2.4390243902439,21.9512195121951,44.9477351916376,65.1567944250871,100,0.348432055749129,19.8606271777003,45.6445993031359,71.7770034843206,98.2578397212544,0.348432055749129,20.9059233449477,48.0836236933798,67.9442508710801,100,0.696864111498258,31.0104529616725,55.0522648083624,82.9268292682927,99.6515679442509,2.09059233449477,22.2996515679443,46.6898954703833,70.383275261324,97.212543554007,0.696864111498258,33.4494773519164,56.794425087108,82.9268292682927,99.6515679442509,2.4390243902439,22.9965156794425,44.9477351916376,66.8989547038328,100,0.348432055749129,19.8606271777003,45.6445993031359,71.7770034843206,98.2578397212544,2.09059233449477,19.8606271777003,48.4320557491289,74.2160278745645,97.212543554007,0.348432055749129,24.7386759581882,48.780487804878,75.2613240418118,100,5.22648083623693,22.2996515679443,51.9163763066202,70.0348432055749,96.8641114982578,0.348432055749129,22.2996515679443,49.1289198606272,72.8222996515679,97.212543554007,0.696864111498258,20.9059233449477,44.5993031358885,67.9442508710801,100,3.13588850174216,32.404181184669,56.794425087108,82.2299651567944,99.6515679442509,2.78745644599303,27.8745644599303,50.8710801393728,75.2613240418118,100,2.09059233449477,22.2996515679443,47.7351916376307,70.383275261324,97.212543554007,0.348432055749129,21.2543554006969,44.5993031358885,81.8815331010453,99.6515679442509
1.07066381156317,23.5546038543897,46.0385438972163,66.3811563169165,97.4304068522484,0.428265524625268,31.6916488222698,57.8158458244111,80.5139186295503,99.5717344753747,0.214132762312634,14.5610278372591,35.7601713062098,62.7408993576017,100,0.428265524625268,27.4089935760171,57.8158458244111,79.8715203426124,99.3576017130621,0.642398286937901,22.0556745182013,42.1841541755889,63.5974304068522,100,0.214132762312634,19.9143468950749,44.1113490364026,64.4539614561028,99.5717344753747,0.214132762312634,15.6316916488223,37.6873661670236,62.0985010706638,100,0.428265524625268,31.6916488222698,60.813704496788,82.441113490364,99.3576017130621,1.07066381156317,23.5546038543897,45.8244111349036,68.9507494646681,97.4304068522484,0.428265524625268,31.6916488222698,60.1713062098501,81.5845824411135,99.3576017130621,0.642398286937901,18.6295503211991,41.3276231263383,63.3832976445396,100,0.214132762312634,19.9143468950749,44.1113490364026,64.4539614561028,99.5717344753747,4.28265524625268,18.4154175588865,49.678800856531,76.6595289079229,97.4304068522484,0.214132762312634,25.4817987152034,51.1777301927195,77.0877944325482,100,4.71092077087794,23.982869379015,43.6830835117773,64.6680942184154,87.7944325481799,0.214132762312634,23.3404710920771,43.6830835117773,71.948608137045,100,0.642398286937901,21.8415417558887,44.7537473233405,65.7387580299786,99.7858672376874,1.07066381156317,28.051391862955,59.3147751605996,80.5139186295503,99.3576017130621,0.428265524625268,19.9143468950749,38.3297644539615,66.5952890792291,100,1.07066381156317,23.5546038543897,46.0385438972163,66.3811563169165,97.4304068522484,0.214132762312634,31.9057815845824,61.6702355460385,81.5845824411135,99.5717344753747
0.365296803652968,24.2009132420091,42.5570776255708,65.0228310502283,100,0.182648401826484,27.2146118721461,61.8264840182648,76.3470319634703,99.8173515981735,0.091324200913242,26.1187214611872,52.8767123287671,79.2694063926941,99.9086757990868,0.182648401826484,27.3972602739726,62.0091324200913,77.4429223744292,99.8173515981735,0.45662100456621,24.2922374429224,43.8356164383562,66.5753424657534,100,0.091324200913242,23.8356164383562,49.8630136986301,74.703196347032,99.634703196347,0.091324200913242,26.1187214611872,52.8767123287671,78.8127853881278,99.9086757990868,0.182648401826484,27.2146118721461,62.1917808219178,76.3470319634703,99.8173515981735,0.365296803652968,24.0182648401826,42.5570776255708,66.3926940639269,100,0.182648401826484,26.2100456621005,61.9178082191781,80.8219178082192,99.8173515981735,0.45662100456621,24.8401826484018,45.5707762557078,70.4109589041096,100,0.091324200913242,23.8356164383562,49.8630136986301,74.703196347032,99.634703196347,0.365296803652968,25.1141552511416,52.0547945205479,75.0684931506849,97.8082191780822,0.091324200913242,24.5662100456621,48.7671232876712,73.2420091324201,99.9086757990868,0.45662100456621,25.662100456621,53.6073059360731,83.4703196347032,100,0.091324200913242,24.0182648401826,45.1141552511416,67.8538812785388,100,0.547945205479452,32.6940639269406,56.1643835616438,81.2785388127854,99.9086757990868,0.182648401826484,25.3881278538813,51.0502283105023,77.1689497716895,99.8173515981735,0.639269406392694,24.1095890410959,53.3333333333333,78.6301369863014,99.9086757990868,0.365296803652968,24.2009132420091,42.5570776255708,65.0228310502283,100,0.091324200913242,28.675799086758,61.5525114155251,76.5296803652968,99.8173515981735
0.546448087431694,32.5136612021858,52.7322404371585,73.224043715847,100,0.819672131147541,27.3224043715847,55.7377049180328,79.7814207650273,98.9071038251366,0.273224043715847,15.5737704918033,32.2404371584699,56.8306010928962,99.7267759562842,0.819672131147541,23.7704918032787,53.2786885245902,77.8688524590164,98.9071038251366,0.546448087431694,26.5027322404372,48.3606557377049,66.3934426229508,99.7267759562842,0.273224043715847,19.3989071038251,46.1748633879781,79.7814207650273,100,0.273224043715847,15.8469945355191,35.2459016393443,58.4699453551913,99.7267759562842,0.819672131147541,27.3224043715847,55.7377049180328,80.0546448087432,98.9071038251366,0.546448087431694,32.5136612021858,53.0054644808743,73.4972677595628,100,0.819672131147541,26.775956284153,53.2786885245902,75.1366120218579,98.9071038251366,0.546448087431694,25.1366120218579,47.2677595628415,71.3114754098361,99.7267759562842,0.273224043715847,19.3989071038251,46.1748633879781,79.7814207650273,100,3.00546448087432,34.6994535519126,56.0109289617486,82.7868852459016,100,0.273224043715847,21.8579234972678,48.0874316939891,75.1366120218579,99.7267759562842,4.6448087431694,26.2295081967213,52.7322404371585,66.9398907103825,93.1693989071038,0.273224043715847,33.0601092896175,56.8306010928962,77.3224043715847,100,2.18579234972678,16.6666666666667,40.7103825136612,69.3989071038251,97.8142076502732,0.819672131147541,21.3114754098361,48.0874316939891,70.2185792349727,97.2677595628415,1.36612021857923,20.4918032786885,42.896174863388,71.5846994535519,99.7267759562842,0.546448087431694,32.5136612021858,52.7322404371585,73.224043715847,100,0.273224043715847,18.8524590163934,49.7267759562842,77.8688524590164,95.9016393442623
1.09090909090909,26.9090909090909,48.3636363636364,76,99.2727272727273,0.727272727272727,22.5454545454545,53.4545454545455,77.8181818181818,100,0.363636363636364,19.2727272727273,48.7272727272727,68,97.8181818181818,0.727272727272727,27.2727272727273,51.6363636363636,76.7272727272727,100,5.45454545454545,29.4545454545455,50.5454545454545,73.4545454545455,98.1818181818182,0.363636363636364,18.1818181818182,42.5454545454545,72,99.2727272727273,0.363636363636364,19.6363636363636,52.3636363636364,71.2727272727273,97.8181818181818,0.727272727272727,25.0909090909091,49.4545454545455,76.7272727272727,100,1.09090909090909,24.7272727272727,47.6363636363636,73.8181818181818,99.2727272727273,0.727272727272727,28.7272727272727,51.6363636363636,76.3636363636364,100,5.45454545454545,28.3636363636364,50.5454545454545,74.5454545454545,98.1818181818182,0.363636363636364,18.1818181818182,42.5454545454545,72,99.2727272727273,1.09090909090909,20,40.7272727272727,72,99.2727272727273,0.363636363636364,24,50.1818181818182,74.1818181818182,100,17.8181818181818,29.8181818181818,54.1818181818182,79.6363636363636,98.1818181818182,0.363636363636364,21.8181818181818,46.1818181818182,73.4545454545455,100,7.27272727272727,29.0909090909091,58.5454545454545,74.1818181818182,98.5454545454545,0.727272727272727,27.2727272727273,47.2727272727273,75.2727272727273,99.6363636363636,0.727272727272727,19.6363636363636,48.7272727272727,71.2727272727273,100,1.09090909090909,26.9090909090909,48.3636363636364,76,99.2727272727273,0.363636363636364,18.9090909090909,52,76.7272727272727,99.6363636363636
1.4,22.6,50,74.6,100,0.4,27.2,49.8,73.4,99,0.2,25,49.4,76,99.8,0.4,26,50.2,73.8,99.6,0.6,26.4,49.4,75.6,99.8,0.2,23,49,74.2,100,0.2,25.6,49.4,76,99.8,0.4,22.2,48.4,73.8,99,1.4,23.6,52.2,72.8,100,0.4,21.2,48.4,73.4,99.6,0.6,28,52.2,75.6,99.8,0.2,23,49,74.2,100,1.4,14.4,38.4,71.6,100,0.2,25.8,49.6,75,99.8,11.6,35.2,53.2,76.8,99.6,0.2,20.6,48.6,73,100,0.6,25.2,47.2,76,98.8,0.4,29.2,51.8,75,99.6,0.6,25.2,50.4,77.2,99.8,1.4,22.6,50,74.6,100,0.2,26.6,49.2,69.8,97.4
